Episode, Score, Lines, Counts
4558, 745, 6, 45
4559, 330, 3, 30
4560, 749, 6, 49
4561, 948, 7, 48
4562, 444, 4, 44
4563, 936, 5, 36
4564, 533, 4, 33
4565, 229, 2, 29
4566, 229, 2, 29
4567, 834, 5, 34
4568, 441, 3, 41
4569, 26, 0, 26
4570, 732, 5, 32
4571, 230, 2, 30
4572, 844, 5, 44
4573, 642, 5, 42
4574, 955, 8, 55
4575, 944, 6, 44
4576, 638, 5, 38
4577, 942, 6, 42
4578, 546, 5, 46
4579, 1250, 6, 50
4580, 534, 5, 34
4581, 433, 4, 33
4582, 329, 3, 29
4583, 437, 4, 37
4584, 434, 4, 34
4585, 228, 2, 28
4586, 748, 6, 48
4587, 650, 5, 50
4588, 742, 6, 42
4589, 233, 2, 33
4590, 340, 3, 40
4591, 537, 4, 37
4592, 235, 2, 35
4593, 437, 4, 37
4594, 1346, 9, 46
4595, 1043, 7, 43
4596, 441, 4, 41
4597, 430, 4, 30
4598, 742, 6, 42
4599, 432, 4, 32
4600, 334, 2, 34
4601, 735, 6, 35
4602, 952, 8, 52
4603, 645, 4, 45
4604, 531, 4, 31
4605, 338, 3, 38
4606, 632, 5, 32
4607, 627, 3, 27
4608, 233, 2, 33
4609, 334, 3, 34
4610, 736, 5, 36
4611, 334, 3, 34
4612, 850, 7, 50
4613, 331, 3, 31
4614, 231, 2, 31
4615, 436, 4, 36
4616, 1330, 5, 30
4617, 428, 3, 28
4618, 752, 7, 52
4619, 432, 3, 32
4620, 337, 3, 37
4621, 431, 4, 31
4622, 537, 4, 37
4623, 226, 2, 26
4624, 1047, 8, 47
4625, 532, 4, 32
4626, 530, 4, 30
4627, 738, 5, 38
4628, 543, 5, 43
4629, 123, 1, 23
4630, 428, 3, 28
4631, 231, 2, 31
4632, 641, 5, 41
4633, 233, 2, 33
4634, 335, 3, 35
4635, 328, 3, 28
4636, 438, 4, 38
4637, 429, 3, 29
4638, 231, 2, 31
4639, 845, 5, 45
4640, 536, 5, 36
4641, 238, 2, 38
4642, 442, 4, 42
4643, 431, 4, 31
4644, 437, 3, 37
4645, 327, 3, 27
4646, 336, 3, 36
4647, 534, 4, 34
4648, 1153, 9, 53
4649, 1049, 9, 49
4650, 851, 7, 51
4651, 542, 5, 42
4652, 435, 4, 35
4653, 638, 6, 38
4654, 426, 3, 26
4655, 1159, 10, 59
4656, 1544, 6, 44
4657, 443, 3, 43
4658, 948, 6, 48
4659, 329, 2, 29
4660, 642, 5, 42
4661, 640, 4, 40
4662, 535, 4, 35
4663, 335, 3, 35
4664, 532, 4, 32
4665, 436, 4, 36
4666, 227, 2, 27
4667, 441, 4, 41
4668, 438, 4, 38
4669, 438, 4, 38
4670, 127, 1, 27
4671, 226, 2, 26
4672, 336, 3, 36
4673, 955, 8, 55
4674, 445, 4, 45
4675, 955, 8, 55
4676, 443, 4, 43
4677, 742, 6, 42
4678, 533, 5, 33
4679, 946, 6, 46
4680, 749, 7, 49
4681, 329, 3, 29
4682, 335, 3, 35
4683, 228, 2, 28
4684, 837, 5, 37
4685, 534, 4, 34
4686, 1154, 7, 54
4687, 431, 4, 31
4688, 645, 5, 45
4689, 437, 4, 37
4690, 229, 2, 29
4691, 437, 4, 37
4692, 435, 4, 35
4693, 630, 5, 30
4694, 330, 3, 30
4695, 329, 3, 29
4696, 631, 5, 31
4697, 742, 6, 42
4698, 533, 4, 33
4699, 341, 3, 41
4700, 741, 6, 41
4701, 446, 4, 46
4702, 438, 3, 38
4703, 338, 3, 38
4704, 331, 2, 31
4705, 436, 3, 36
4706, 330, 3, 30
4707, 1258, 10, 58
4708, 638, 5, 38
4709, 445, 4, 45
4710, 234, 2, 34
4711, 1059, 9, 59
4712, 439, 4, 39
4713, 541, 4, 41
4714, 535, 5, 35
4715, 431, 4, 31
4716, 530, 4, 30
4717, 431, 3, 31
4718, 838, 6, 38
4719, 648, 6, 48
4720, 839, 6, 39
4721, 232, 2, 32
4722, 647, 5, 47
4723, 436, 3, 36
4724, 435, 4, 35
4725, 1038, 6, 38
4726, 641, 6, 41
4727, 334, 3, 34
4728, 230, 2, 30
4729, 229, 2, 29
4730, 435, 4, 35
4731, 333, 3, 33
4732, 633, 5, 33
4733, 637, 5, 37
4734, 951, 7, 51
4735, 431, 3, 31
4736, 734, 5, 34
4737, 536, 5, 36
4738, 435, 3, 35
4739, 537, 5, 37
4740, 440, 4, 40
4741, 225, 2, 25
4742, 432, 4, 32
4743, 633, 3, 33
4744, 750, 6, 50
4745, 429, 3, 29
4746, 540, 5, 40
4747, 949, 8, 49
4748, 134, 1, 34
4749, 935, 7, 35
4750, 331, 2, 31
4751, 338, 3, 38
4752, 437, 4, 37
4753, 232, 2, 32
4754, 428, 3, 28
4755, 740, 6, 40
4756, 531, 4, 31
4757, 532, 4, 32
4758, 648, 6, 48
4759, 125, 1, 25
4760, 546, 5, 46
4761, 537, 5, 37
4762, 335, 3, 35
4763, 237, 2, 37
4764, 741, 6, 41
4765, 330, 3, 30
4766, 439, 3, 39
4767, 442, 4, 42
4768, 945, 7, 45
4769, 948, 6, 48
4770, 632, 5, 32
4771, 536, 4, 36
4772, 535, 5, 35
4773, 539, 5, 39
4774, 333, 3, 33
4775, 446, 4, 46
4776, 340, 3, 40
4777, 547, 5, 47
4778, 439, 4, 39
4779, 647, 5, 47
4780, 441, 4, 41
4781, 632, 5, 32
4782, 637, 5, 37
4783, 336, 3, 36
4784, 334, 3, 34
4785, 338, 3, 38
4786, 846, 5, 46
4787, 328, 3, 28
4788, 748, 6, 48
4789, 433, 4, 33
4790, 335, 2, 35
4791, 730, 5, 30
4792, 334, 3, 34
4793, 837, 6, 37
4794, 426, 3, 26
4795, 341, 3, 41
4796, 334, 3, 34
4797, 435, 4, 35
4798, 333, 3, 33
4799, 640, 5, 40
4800, 336, 3, 36
4801, 334, 3, 34
4802, 944, 7, 44
4803, 631, 3, 31
4804, 330, 3, 30
4805, 943, 7, 43
4806, 237, 2, 37
4807, 234, 2, 34
4808, 337, 3, 37
4809, 536, 5, 36
4810, 736, 5, 36
4811, 235, 2, 35
4812, 747, 6, 47
4813, 741, 6, 41
4814, 539, 4, 39
4815, 939, 6, 39
4816, 238, 2, 38
4817, 340, 3, 40
4818, 431, 3, 31
4819, 330, 2, 30
4820, 431, 4, 31
4821, 337, 3, 37
4822, 1036, 7, 36
4823, 1042, 6, 42
4824, 334, 3, 34
4825, 638, 6, 38
4826, 438, 4, 38
4827, 427, 4, 27
4828, 430, 3, 30
4829, 137, 1, 37
4830, 342, 3, 42
4831, 537, 4, 37
4832, 339, 3, 39
4833, 642, 6, 42
4834, 947, 7, 47
4835, 433, 4, 33
4836, 429, 4, 29
4837, 643, 6, 43
4838, 333, 3, 33
4839, 325, 3, 25
4840, 638, 4, 38
4841, 538, 4, 38
4842, 648, 6, 48
4843, 443, 4, 43
4844, 221, 2, 21
4845, 541, 5, 41
4846, 428, 4, 28
4847, 236, 2, 36
4848, 1350, 9, 50
4849, 846, 5, 46
4850, 331, 3, 31
4851, 538, 5, 38
4852, 635, 5, 35
4853, 230, 2, 30
4854, 135, 1, 35
4855, 326, 3, 26
4856, 734, 4, 34
4857, 640, 6, 40
4858, 537, 5, 37
4859, 538, 4, 38
4860, 444, 4, 44
4861, 436, 4, 36
4862, 631, 5, 31
4863, 628, 4, 28
4864, 641, 5, 41
4865, 437, 4, 37
4866, 327, 3, 27
4867, 226, 2, 26
4868, 529, 5, 29
4869, 336, 3, 36
4870, 333, 3, 33
4871, 338, 2, 38
4872, 223, 2, 23
4873, 534, 4, 34
4874, 643, 5, 43
4875, 536, 4, 36
4876, 338, 3, 38
4877, 443, 4, 43
4878, 1161, 10, 61
4879, 533, 4, 33
4880, 536, 5, 36
4881, 630, 5, 30
4882, 548, 5, 48
4883, 750, 6, 50
4884, 438, 4, 38
4885, 540, 4, 40
4886, 942, 6, 42
4887, 435, 4, 35
4888, 438, 4, 38
4889, 733, 5, 33
4890, 339, 3, 39
4891, 846, 7, 46
4892, 332, 3, 32
4893, 438, 4, 38
4894, 641, 6, 41
4895, 646, 6, 46
4896, 431, 3, 31
4897, 539, 5, 39
4898, 1247, 9, 47
4899, 647, 5, 47
4900, 641, 5, 41
4901, 647, 5, 47
4902, 436, 4, 36
4903, 639, 5, 39
4904, 643, 6, 43
4905, 638, 5, 38
4906, 431, 4, 31
4907, 1054, 9, 54
4908, 327, 3, 27
4909, 749, 6, 49
4910, 845, 5, 45
4911, 737, 6, 37
4912, 533, 4, 33
4913, 336, 3, 36
4914, 534, 4, 34
4915, 437, 3, 37
4916, 443, 4, 43
4917, 436, 4, 36
4918, 329, 3, 29
4919, 233, 2, 33
4920, 333, 3, 33
4921, 947, 6, 47
4922, 642, 5, 42
4923, 649, 6, 49
4924, 230, 2, 30
4925, 737, 6, 37
4926, 540, 5, 40
4927, 539, 4, 39
4928, 336, 3, 36
4929, 434, 4, 34
4930, 232, 2, 32
4931, 539, 5, 39
4932, 638, 5, 38
4933, 848, 5, 48
4934, 637, 5, 37
4935, 737, 6, 37
4936, 545, 5, 45
4937, 536, 5, 36
4938, 839, 6, 39
4939, 736, 5, 36
4940, 832, 5, 32
4941, 325, 3, 25
4942, 640, 6, 40
4943, 840, 6, 40
4944, 1251, 8, 51
4945, 236, 2, 36
4946, 651, 6, 51
4947, 546, 5, 46
4948, 337, 3, 37
4949, 437, 4, 37
4950, 736, 6, 36
4951, 633, 5, 33
4952, 954, 8, 54
4953, 437, 4, 37
4954, 443, 4, 43
4955, 944, 5, 44
4956, 440, 3, 40
4957, 334, 3, 34
4958, 230, 2, 30
4959, 640, 5, 40
4960, 640, 6, 40
4961, 1154, 9, 54
4962, 227, 2, 27
4963, 230, 2, 30
4964, 240, 2, 40
4965, 744, 6, 44
4966, 437, 4, 37
4967, 740, 6, 40
4968, 338, 3, 38
4969, 233, 2, 33
4970, 328, 3, 28
4971, 438, 3, 38
4972, 1536, 6, 36
4973, 439, 3, 39
4974, 539, 5, 39
4975, 131, 1, 31
4976, 537, 4, 37
4977, 842, 7, 42
4978, 641, 5, 41
4979, 1048, 7, 48
4980, 334, 3, 34
4981, 531, 4, 31
4982, 328, 3, 28
4983, 537, 4, 37
4984, 438, 4, 38
4985, 333, 3, 33
4986, 841, 6, 41
4987, 434, 3, 34
4988, 438, 4, 38
4989, 440, 4, 40
4990, 746, 6, 46
4991, 438, 4, 38
4992, 539, 4, 39
4993, 646, 5, 46
4994, 437, 4, 37
4995, 333, 3, 33
4996, 629, 4, 29
4997, 643, 6, 43
4998, 839, 5, 39
4999, 741, 6, 41
5000, 122, 1, 22
5001, 748, 6, 48
5002, 237, 2, 37
5003, 643, 5, 43
5004, 334, 3, 34
5005, 130, 1, 30
5006, 643, 6, 43
5007, 122, 1, 22
5008, 225, 2, 25
5009, 335, 3, 35
5010, 841, 6, 41
5011, 636, 5, 36
5012, 546, 5, 46
5013, 436, 4, 36
5014, 749, 6, 49
5015, 333, 3, 33
5016, 547, 5, 47
5017, 640, 5, 40
5018, 538, 4, 38
5019, 639, 5, 39
5020, 331, 3, 31
5021, 534, 5, 34
5022, 536, 5, 36
5023, 334, 3, 34
5024, 852, 7, 52
5025, 536, 4, 36
5026, 333, 3, 33
5027, 441, 4, 41
5028, 856, 7, 56
5029, 433, 4, 33
5030, 944, 6, 44
5031, 440, 4, 40
5032, 238, 2, 38
5033, 238, 2, 38
5034, 438, 3, 38
5035, 534, 4, 34
5036, 533, 4, 33
5037, 432, 3, 32
5038, 331, 3, 31
5039, 225, 2, 25
5040, 334, 3, 34
5041, 633, 5, 33
5042, 329, 3, 29
5043, 1055, 8, 55
5044, 638, 5, 38
5045, 241, 2, 41
5046, 635, 5, 35
5047, 539, 4, 39
5048, 639, 6, 39
5049, 225, 2, 25
5050, 732, 4, 32
5051, 330, 2, 30
5052, 529, 4, 29
5053, 232, 2, 32
5054, 225, 2, 25
5055, 240, 2, 40
5056, 646, 5, 46
5057, 329, 3, 29
5058, 951, 8, 51
5059, 537, 5, 37
5060, 229, 2, 29
5061, 749, 6, 49
5062, 547, 5, 47
5063, 334, 3, 34
5064, 646, 6, 46
5065, 547, 4, 47
5066, 432, 4, 32
5067, 749, 7, 49
5068, 243, 2, 43
5069, 950, 7, 50
5070, 642, 6, 42
5071, 335, 3, 35
5072, 434, 4, 34
5073, 539, 4, 39
5074, 531, 4, 31
5075, 538, 4, 38
5076, 228, 2, 28
5077, 548, 5, 48
5078, 128, 1, 28
5079, 442, 4, 42
5080, 330, 3, 30
5081, 328, 3, 28
5082, 639, 6, 39
5083, 331, 3, 31
5084, 438, 4, 38
5085, 644, 5, 44
5086, 529, 4, 29
5087, 335, 2, 35
5088, 332, 3, 32
5089, 638, 5, 38
5090, 231, 2, 31
5091, 1326, 5, 26
5092, 736, 6, 36
5093, 752, 7, 52
5094, 333, 3, 33
5095, 639, 5, 39
5096, 437, 3, 37
5097, 640, 5, 40
5098, 445, 4, 45
5099, 747, 7, 47
5100, 1158, 9, 58
5101, 330, 3, 30
5102, 633, 5, 33
5103, 956, 8, 56
5104, 643, 5, 43
5105, 440, 4, 40
5106, 440, 4, 40
5107, 1051, 8, 51
5108, 641, 5, 41
5109, 1339, 5, 39
5110, 737, 5, 37
5111, 328, 3, 28
5112, 328, 3, 28
5113, 631, 5, 31
5114, 331, 3, 31
5115, 330, 3, 30
5116, 532, 4, 32
5117, 430, 4, 30
5118, 531, 5, 31
5119, 643, 5, 43
5120, 643, 5, 43
5121, 332, 3, 32
5122, 429, 3, 29
5123, 439, 4, 39
5124, 434, 3, 34
5125, 235, 2, 35
5126, 428, 3, 28
5127, 632, 5, 32
5128, 537, 5, 37
5129, 338, 3, 38
5130, 432, 4, 32
5131, 844, 7, 44
5132, 432, 3, 32
5133, 536, 4, 36
5134, 648, 6, 48
5135, 743, 7, 43
5136, 1241, 4, 41
5137, 836, 6, 36
5138, 440, 3, 40
5139, 542, 5, 42
5140, 435, 4, 35
5141, 546, 5, 46
5142, 946, 8, 46
5143, 637, 6, 37
5144, 846, 6, 46
5145, 331, 3, 31
5146, 330, 3, 30
5147, 539, 5, 39
5148, 534, 4, 34
5149, 533, 4, 33
5150, 439, 4, 39
5151, 230, 2, 30
5152, 232, 2, 32
5153, 743, 6, 43
5154, 443, 4, 43
5155, 234, 2, 34
5156, 220, 2, 20
5157, 334, 3, 34
5158, 442, 4, 42
5159, 1038, 6, 38
5160, 130, 1, 30
5161, 330, 3, 30
5162, 331, 3, 31
5163, 443, 4, 43
5164, 436, 3, 36
5165, 545, 5, 45
5166, 640, 5, 40
5167, 545, 5, 45
5168, 443, 4, 43
5169, 536, 4, 36
5170, 235, 2, 35
5171, 549, 5, 49
5172, 543, 5, 43
5173, 438, 4, 38
5174, 437, 4, 37
5175, 335, 3, 35
5176, 435, 4, 35
5177, 329, 3, 29
5178, 846, 6, 46
5179, 237, 2, 37
5180, 327, 3, 27
5181, 443, 4, 43
5182, 541, 4, 41
5183, 745, 6, 45
5184, 333, 3, 33
5185, 540, 4, 40
5186, 536, 5, 36
5187, 230, 2, 30
5188, 635, 5, 35
5189, 945, 6, 45
5190, 446, 4, 46
5191, 739, 4, 39
5192, 539, 4, 39
5193, 549, 5, 49
5194, 755, 7, 55
5195, 646, 6, 46
5196, 1358, 10, 58
5197, 227, 2, 27
5198, 544, 5, 44
5199, 652, 6, 52
5200, 651, 6, 51
5201, 532, 4, 32
5202, 237, 2, 37
5203, 544, 5, 44
5204, 538, 5, 38
5205, 329, 3, 29
5206, 338, 3, 38
5207, 748, 6, 48
5208, 433, 4, 33
5209, 652, 6, 52
5210, 340, 3, 40
5211, 442, 4, 42
5212, 434, 3, 34
5213, 335, 3, 35
5214, 533, 4, 33
5215, 236, 2, 36
5216, 337, 3, 37
5217, 445, 4, 45
5218, 226, 2, 26
5219, 546, 5, 46
5220, 1256, 8, 56
5221, 639, 5, 39
5222, 847, 7, 47
5223, 536, 4, 36
5224, 856, 8, 56
5225, 544, 5, 44
5226, 1041, 6, 41
5227, 535, 4, 35
5228, 646, 5, 46
5229, 543, 4, 43
5230, 538, 5, 38
5231, 731, 4, 31
5232, 747, 6, 47
5233, 127, 1, 27
5234, 330, 2, 30
5235, 735, 6, 35
5236, 745, 6, 45
5237, 745, 4, 45
5238, 647, 6, 47
5239, 537, 4, 37
5240, 636, 5, 36
5241, 845, 6, 45
5242, 132, 1, 32
5243, 342, 3, 42
5244, 742, 6, 42
5245, 543, 5, 43
5246, 542, 4, 42
5247, 232, 2, 32
5248, 343, 2, 43
5249, 742, 7, 42
5250, 632, 5, 32
5251, 642, 6, 42
5252, 428, 4, 28
5253, 230, 2, 30
5254, 438, 3, 38
5255, 433, 4, 33
5256, 639, 5, 39
5257, 543, 5, 43
5258, 1037, 6, 37
5259, 641, 6, 41
5260, 539, 4, 39
5261, 640, 5, 40
5262, 631, 3, 31
5263, 334, 3, 34
5264, 336, 3, 36
5265, 736, 5, 36
5266, 736, 5, 36
5267, 745, 6, 45
5268, 432, 4, 32
5269, 942, 6, 42
5270, 1045, 7, 45
5271, 1443, 6, 43
5272, 629, 5, 29
5273, 329, 3, 29
5274, 233, 2, 33
5275, 545, 5, 45
5276, 439, 4, 39
5277, 434, 4, 34
5278, 438, 4, 38
5279, 336, 3, 36
5280, 340, 3, 40
5281, 239, 2, 39
5282, 535, 4, 35
5283, 749, 7, 49
5284, 539, 4, 39
5285, 233, 2, 33
5286, 646, 6, 46
5287, 433, 4, 33
5288, 439, 4, 39
5289, 855, 8, 55
5290, 532, 4, 32
5291, 334, 3, 34
5292, 738, 6, 38
5293, 533, 4, 33
5294, 343, 3, 43
5295, 1047, 7, 47
5296, 443, 4, 43
5297, 336, 3, 36
5298, 538, 5, 38
5299, 229, 2, 29
5300, 531, 4, 31
5301, 940, 5, 40
5302, 640, 5, 40
5303, 441, 4, 41
5304, 741, 4, 41
5305, 534, 4, 34
5306, 846, 7, 46
5307, 434, 3, 34
5308, 438, 4, 38
5309, 1349, 7, 49
5310, 235, 2, 35
5311, 431, 3, 31
5312, 438, 4, 38
5313, 1957, 10, 57
5314, 334, 3, 34
5315, 334, 3, 34
5316, 336, 3, 36
5317, 748, 6, 48
5318, 433, 4, 33
5319, 338, 3, 38
5320, 331, 3, 31
5321, 332, 3, 32
5322, 642, 5, 42
5323, 734, 4, 34
5324, 231, 2, 31
5325, 536, 5, 36
5326, 642, 5, 42
5327, 533, 5, 33
5328, 749, 7, 49
5329, 443, 4, 43
5330, 228, 2, 28
5331, 646, 6, 46
5332, 233, 2, 33
5333, 432, 4, 32
5334, 327, 3, 27
5335, 429, 3, 29
5336, 225, 2, 25
5337, 541, 4, 41
5338, 433, 3, 33
5339, 544, 5, 44
5340, 736, 6, 36
5341, 233, 2, 33
5342, 848, 6, 48
5343, 234, 2, 34
5344, 544, 5, 44
5345, 1252, 9, 52
5346, 946, 6, 46
5347, 641, 6, 41
5348, 441, 4, 41
5349, 227, 2, 27
5350, 331, 3, 31
5351, 229, 2, 29
5352, 439, 4, 39
5353, 824, 5, 24
5354, 1157, 9, 57
5355, 647, 6, 47
5356, 637, 5, 37
5357, 1152, 8, 52
5358, 531, 5, 31
5359, 227, 2, 27
5360, 332, 3, 32
5361, 736, 5, 36
5362, 531, 4, 31
5363, 337, 3, 37
5364, 536, 4, 36
5365, 330, 3, 30
5366, 750, 7, 50
5367, 550, 5, 50
5368, 433, 3, 33
5369, 328, 3, 28
5370, 436, 4, 36
5371, 332, 3, 32
5372, 439, 4, 39
5373, 425, 3, 25
5374, 641, 5, 41
5375, 121, 1, 21
5376, 528, 4, 28
5377, 430, 3, 30
5378, 328, 3, 28
5379, 532, 4, 32
5380, 230, 2, 30
5381, 635, 5, 35
5382, 537, 4, 37
5383, 645, 6, 45
5384, 529, 4, 29
5385, 224, 2, 24
5386, 229, 2, 29
5387, 332, 3, 32
5388, 636, 5, 36
5389, 232, 2, 32
5390, 546, 5, 46
5391, 532, 5, 32
5392, 1352, 9, 52
5393, 231, 2, 31
5394, 538, 5, 38
5395, 535, 4, 35
5396, 738, 6, 38
5397, 329, 3, 29
5398, 1047, 8, 47
5399, 836, 6, 36
5400, 1244, 9, 44
5401, 737, 5, 37
5402, 333, 3, 33
5403, 628, 5, 28
5404, 629, 4, 29
5405, 224, 2, 24
5406, 539, 4, 39
5407, 328, 3, 28
5408, 644, 6, 44
5409, 634, 5, 34
5410, 847, 7, 47
5411, 537, 4, 37
5412, 837, 5, 37
5413, 337, 3, 37
5414, 631, 4, 31
5415, 437, 4, 37
5416, 650, 6, 50
5417, 750, 7, 50
5418, 333, 3, 33
5419, 332, 3, 32
5420, 533, 4, 33
5421, 1156, 10, 56
5422, 437, 3, 37
5423, 231, 2, 31
5424, 538, 5, 38
5425, 534, 4, 34
5426, 336, 3, 36
5427, 1436, 6, 36
5428, 732, 4, 32
5429, 1156, 9, 56
5430, 743, 6, 43
5431, 336, 3, 36
5432, 436, 4, 36
5433, 230, 2, 30
5434, 229, 2, 29
5435, 849, 6, 49
5436, 838, 6, 38
5437, 431, 4, 31
5438, 239, 2, 39
5439, 229, 2, 29
5440, 748, 7, 48
5441, 341, 3, 41
5442, 338, 3, 38
5443, 441, 4, 41
5444, 326, 3, 26
5445, 537, 4, 37
5446, 226, 2, 26
5447, 532, 5, 32
5448, 538, 5, 38
5449, 950, 6, 50
5450, 737, 5, 37
5451, 440, 4, 40
5452, 732, 5, 32
5453, 432, 4, 32
5454, 441, 4, 41
5455, 437, 4, 37
5456, 749, 6, 49
5457, 833, 5, 33
5458, 227, 2, 27
5459, 648, 6, 48
5460, 544, 5, 44
5461, 538, 5, 38
5462, 331, 3, 31
5463, 438, 4, 38
5464, 532, 4, 32
5465, 737, 6, 37
5466, 545, 5, 45
5467, 432, 4, 32
5468, 644, 6, 44
5469, 544, 4, 44
5470, 539, 5, 39
5471, 332, 2, 32
5472, 654, 6, 54
5473, 846, 6, 46
5474, 935, 6, 35
5475, 439, 4, 39
5476, 239, 2, 39
5477, 638, 5, 38
5478, 435, 4, 35
5479, 747, 6, 47
5480, 735, 5, 35
5481, 836, 5, 36
5482, 334, 3, 34
5483, 639, 5, 39
5484, 953, 7, 53
5485, 638, 5, 38
5486, 533, 5, 33
5487, 336, 3, 36
5488, 642, 5, 42
5489, 544, 5, 44
5490, 533, 4, 33
5491, 434, 3, 34
5492, 957, 9, 57
5493, 839, 5, 39
5494, 226, 2, 26
5495, 851, 7, 51
5496, 233, 2, 33
5497, 848, 6, 48
5498, 636, 5, 36
5499, 635, 5, 35
5500, 848, 7, 48
5501, 237, 2, 37
5502, 533, 5, 33
5503, 432, 4, 32
5504, 341, 3, 41
5505, 433, 4, 33
5506, 840, 5, 40
5507, 429, 3, 29
5508, 748, 6, 48
5509, 635, 6, 35
5510, 334, 2, 34
5511, 438, 4, 38
5512, 534, 5, 34
5513, 532, 4, 32
5514, 332, 3, 32
5515, 442, 4, 42
5516, 737, 6, 37
5517, 834, 5, 34
5518, 428, 3, 28
5519, 429, 3, 29
5520, 230, 2, 30
5521, 542, 4, 42
5522, 227, 2, 27
5523, 434, 4, 34
5524, 854, 8, 54
5525, 748, 7, 48
5526, 225, 2, 25
5527, 445, 4, 45
5528, 543, 4, 43
5529, 338, 3, 38
5530, 231, 2, 31
5531, 838, 5, 38
5532, 1159, 10, 59
5533, 530, 4, 30
5534, 738, 6, 38
5535, 439, 3, 39
5536, 543, 4, 43
5537, 747, 6, 47
5538, 854, 7, 54
5539, 340, 3, 40
5540, 237, 2, 37
5541, 538, 5, 38
5542, 343, 3, 43
5543, 431, 4, 31
5544, 1240, 4, 40
5545, 750, 6, 50
5546, 342, 3, 42
5547, 546, 5, 46
5548, 530, 4, 30
5549, 330, 3, 30
5550, 533, 5, 33
5551, 232, 2, 32
5552, 1248, 8, 48
5553, 234, 2, 34
5554, 233, 2, 33
5555, 224, 2, 24
5556, 636, 5, 36
5557, 345, 3, 45
5558, 337, 3, 37
5559, 437, 4, 37
5560, 234, 2, 34
5561, 1337, 5, 37
5562, 226, 2, 26
5563, 852, 7, 52
5564, 845, 6, 45
5565, 635, 5, 35
5566, 533, 4, 33
5567, 330, 3, 30
5568, 1048, 8, 48
5569, 533, 4, 33
5570, 540, 4, 40
5571, 338, 3, 38
5572, 737, 6, 37
5573, 336, 3, 36
5574, 543, 5, 43
5575, 742, 5, 42
5576, 532, 4, 32
5577, 548, 5, 48
5578, 446, 4, 46
5579, 751, 6, 51
5580, 741, 6, 41
5581, 547, 5, 47
5582, 744, 6, 44
5583, 646, 5, 46
5584, 438, 3, 38
5585, 956, 8, 56
5586, 235, 2, 35
5587, 438, 4, 38
5588, 333, 3, 33
5589, 935, 5, 35
5590, 329, 3, 29
5591, 644, 5, 44
5592, 336, 3, 36
5593, 636, 6, 36
5594, 642, 5, 42
5595, 540, 5, 40
5596, 527, 4, 27
5597, 334, 3, 34
5598, 1053, 8, 53
5599, 537, 5, 37
5600, 342, 3, 42
5601, 544, 5, 44
5602, 334, 3, 34
5603, 330, 3, 30
5604, 437, 4, 37
5605, 436, 4, 36
5606, 434, 3, 34
5607, 643, 5, 43
5608, 632, 5, 32
5609, 429, 4, 29
5610, 533, 5, 33
5611, 330, 3, 30
5612, 634, 5, 34
5613, 750, 6, 50
5614, 339, 3, 39
5615, 639, 5, 39
5616, 536, 4, 36
5617, 540, 5, 40
5618, 439, 3, 39
5619, 643, 5, 43
5620, 745, 7, 45
5621, 749, 7, 49
5622, 434, 3, 34
5623, 842, 6, 42
5624, 440, 4, 40
5625, 440, 4, 40
5626, 226, 2, 26
5627, 440, 3, 40
5628, 338, 3, 38
5629, 647, 5, 47
5630, 435, 4, 35
5631, 439, 4, 39
5632, 440, 3, 40
5633, 437, 3, 37
5634, 230, 2, 30
5635, 330, 3, 30
5636, 647, 6, 47
5637, 535, 4, 35
5638, 530, 5, 30
5639, 652, 6, 52
5640, 633, 3, 33
5641, 749, 6, 49
5642, 1038, 8, 38
5643, 431, 4, 31
5644, 542, 5, 42
5645, 536, 5, 36
5646, 231, 2, 31
5647, 445, 4, 45
5648, 628, 5, 28
5649, 730, 4, 30
5650, 444, 4, 44
5651, 539, 4, 39
5652, 1052, 8, 52
5653, 548, 5, 48
5654, 335, 3, 35
5655, 336, 3, 36
5656, 331, 3, 31
5657, 436, 4, 36
5658, 228, 2, 28
5659, 642, 5, 42
5660, 745, 6, 45
5661, 133, 1, 33
5662, 239, 2, 39
5663, 440, 4, 40
5664, 328, 3, 28
5665, 442, 4, 42
5666, 1054, 8, 54
5667, 331, 3, 31
5668, 435, 4, 35
5669, 435, 4, 35
5670, 636, 5, 36
5671, 332, 3, 32
5672, 228, 2, 28
5673, 538, 5, 38
5674, 646, 6, 46
5675, 234, 2, 34
5676, 440, 3, 40
5677, 852, 7, 52
5678, 938, 5, 38
5679, 638, 5, 38
5680, 545, 5, 45
5681, 631, 5, 31
5682, 540, 5, 40
5683, 232, 2, 32
5684, 229, 2, 29
5685, 333, 3, 33
5686, 327, 3, 27
5687, 540, 4, 40
5688, 534, 4, 34
5689, 331, 3, 31
5690, 634, 5, 34
5691, 434, 3, 34
5692, 430, 3, 30
5693, 439, 4, 39
5694, 329, 3, 29
5695, 433, 4, 33
5696, 444, 4, 44
5697, 536, 4, 36
5698, 647, 6, 47
5699, 1258, 9, 58
5700, 644, 6, 44
5701, 646, 6, 46
5702, 233, 2, 33
5703, 445, 4, 45
5704, 434, 4, 34
5705, 548, 5, 48
5706, 446, 4, 46
5707, 741, 6, 41
5708, 435, 4, 35
5709, 540, 4, 40
5710, 635, 5, 35
5711, 433, 4, 33
5712, 742, 6, 42
5713, 733, 6, 33
5714, 228, 2, 28
5715, 946, 6, 46
5716, 743, 4, 43
5717, 435, 4, 35
