Episode, Score, Lines, Counts
1190, 1059, 9, 59
1191, 955, 8, 55
1192, 2166, 12, 66
1193, 1059, 9, 59
1194, 755, 7, 55
1195, 855, 8, 55
1196, 956, 8, 56
1197, 859, 8, 59
1198, 1159, 9, 59
1199, 1162, 10, 62
1200, 857, 8, 57
1201, 1562, 10, 62
1202, 1060, 10, 60
1203, 960, 9, 60
1204, 957, 8, 57
1205, 753, 7, 53
1206, 960, 9, 60
1207, 756, 7, 56
1208, 1266, 12, 66
1209, 1055, 8, 55
1210, 1462, 10, 62
1211, 960, 8, 60
1212, 755, 7, 55
1213, 652, 6, 52
1214, 858, 8, 58
1215, 1364, 11, 64
1216, 1165, 11, 65
1217, 752, 6, 52
1218, 859, 8, 59
1219, 755, 7, 55
1220, 1057, 9, 57
1221, 861, 8, 61
1222, 857, 8, 57
1223, 552, 5, 52
1224, 856, 7, 56
1225, 754, 7, 54
1226, 1060, 9, 60
1227, 961, 9, 61
1228, 1263, 10, 63
1229, 857, 8, 57
1230, 961, 9, 61
1231, 1259, 9, 59
1232, 856, 8, 56
1233, 650, 6, 50
1234, 956, 8, 56
1235, 1159, 9, 59
1236, 756, 7, 56
1237, 958, 8, 58
1238, 751, 7, 51
1239, 756, 7, 56
1240, 854, 7, 54
1241, 1159, 9, 59
1242, 858, 8, 58
1243, 1162, 10, 62
1244, 1063, 10, 63
1245, 1061, 10, 61
1246, 1059, 10, 59
1247, 1155, 8, 55
1248, 1262, 10, 62
1249, 1058, 9, 58
1250, 855, 7, 55
1251, 1059, 9, 59
1252, 1261, 10, 61
1253, 957, 8, 57
1254, 1162, 10, 62
1255, 754, 7, 54
1256, 1062, 10, 62
1257, 957, 8, 57
1258, 956, 8, 56
1259, 960, 9, 60
1260, 651, 6, 51
1261, 755, 7, 55
1262, 956, 8, 56
1263, 1367, 12, 67
1264, 856, 8, 56
1265, 754, 7, 54
1266, 1159, 9, 59
1267, 1261, 10, 61
1268, 1062, 9, 62
1269, 1058, 9, 58
1270, 1063, 10, 63
1271, 1360, 10, 60
1272, 1062, 10, 62
1273, 957, 9, 57
1274, 1162, 10, 62
1275, 858, 8, 58
1276, 956, 8, 56
1277, 1062, 10, 62
1278, 1163, 10, 63
1279, 1264, 12, 64
1280, 1467, 12, 67
1281, 1061, 9, 61
1282, 654, 6, 54
1283, 1063, 10, 63
1284, 756, 7, 56
1285, 955, 8, 55
1286, 1061, 9, 61
1287, 1366, 12, 66
1288, 858, 8, 58
1289, 1165, 11, 65
1290, 1366, 13, 66
1291, 1062, 10, 62
1292, 960, 9, 60
1293, 960, 9, 60
1294, 1466, 12, 66
1295, 345, 3, 45
1296, 1059, 9, 59
1297, 1161, 10, 61
1298, 961, 9, 61
1299, 956, 8, 56
1300, 756, 7, 56
1301, 754, 7, 54
1302, 1260, 9, 60
1303, 1057, 10, 57
1304, 957, 9, 57
1305, 1464, 11, 64
1306, 858, 8, 58
1307, 1164, 11, 64
1308, 552, 5, 52
1309, 859, 8, 59
1310, 960, 9, 60
1311, 855, 7, 55
1312, 756, 7, 56
1313, 553, 5, 53
1314, 1059, 9, 59
1315, 1164, 11, 64
1316, 854, 7, 54
1317, 1362, 10, 62
1318, 1262, 11, 62
1319, 1266, 11, 66
1320, 549, 5, 49
1321, 1059, 9, 59
1322, 959, 9, 59
1323, 960, 9, 60
1324, 959, 8, 59
1325, 960, 9, 60
1326, 757, 7, 57
1327, 753, 6, 53
1328, 953, 7, 53
1329, 858, 8, 58
1330, 1059, 9, 59
1331, 1265, 11, 65
1332, 755, 7, 55
1333, 855, 7, 55
1334, 1061, 10, 61
1335, 1262, 11, 62
1336, 857, 8, 57
1337, 1059, 9, 59
1338, 1260, 9, 60
1339, 1055, 8, 55
1340, 748, 6, 48
1341, 755, 7, 55
1342, 1363, 10, 63
1343, 960, 9, 60
1344, 1061, 9, 61
1345, 1165, 11, 65
1346, 1055, 7, 55
1347, 959, 8, 59
1348, 958, 9, 58
1349, 756, 7, 56
1350, 958, 8, 58
1351, 1261, 10, 61
1352, 857, 8, 57
1353, 1263, 11, 63
1354, 957, 8, 57
1355, 1061, 10, 61
1356, 858, 8, 58
1357, 957, 8, 57
1358, 1466, 12, 66
1359, 958, 8, 58
1360, 960, 9, 60
1361, 1157, 10, 57
1362, 651, 6, 51
1363, 959, 9, 59
1364, 959, 9, 59
1365, 962, 9, 62
1366, 653, 6, 53
1367, 858, 8, 58
1368, 1258, 10, 58
1369, 956, 9, 56
1370, 959, 9, 59
1371, 756, 7, 56
1372, 755, 7, 55
1373, 1162, 10, 62
1374, 1465, 13, 65
1375, 755, 7, 55
1376, 1155, 8, 55
1377, 1465, 11, 65
1378, 855, 8, 55
1379, 858, 8, 58
1380, 652, 6, 52
1381, 655, 6, 55
1382, 652, 6, 52
1383, 855, 8, 55
1384, 1263, 11, 63
1385, 1265, 12, 65
1386, 750, 6, 50
1387, 754, 7, 54
1388, 1060, 9, 60
1389, 756, 7, 56
1390, 958, 8, 58
1391, 1261, 10, 61
1392, 957, 8, 57
1393, 1158, 10, 58
1394, 648, 5, 48
1395, 859, 8, 59
1396, 1466, 12, 66
1397, 960, 9, 60
1398, 958, 8, 58
1399, 1057, 8, 57
1400, 857, 8, 57
1401, 1060, 10, 60
1402, 1056, 9, 56
1403, 757, 7, 57
1404, 857, 8, 57
1405, 856, 8, 56
1406, 959, 9, 59
1407, 859, 8, 59
1408, 1361, 11, 61
1409, 1160, 10, 60
1410, 1264, 11, 64
1411, 858, 8, 58
1412, 959, 9, 59
1413, 752, 6, 52
1414, 1063, 10, 63
1415, 1057, 9, 57
1416, 758, 7, 58
1417, 959, 9, 59
1418, 1061, 10, 61
1419, 1772, 14, 72
1420, 858, 8, 58
1421, 1059, 9, 59
1422, 1063, 10, 63
1423, 1661, 12, 61
1424, 1163, 10, 63
1425, 1163, 11, 63
1426, 1162, 10, 62
1427, 855, 8, 55
1428, 1160, 10, 60
1429, 958, 9, 58
1430, 955, 8, 55
1431, 857, 7, 57
1432, 855, 7, 55
1433, 1061, 9, 61
1434, 1466, 13, 66
1435, 1571, 14, 71
1436, 855, 7, 55
1437, 757, 7, 57
1438, 961, 9, 61
1439, 959, 9, 59
1440, 1163, 11, 63
1441, 1063, 10, 63
1442, 1158, 10, 58
1443, 857, 8, 57
1444, 855, 8, 55
1445, 962, 9, 62
1446, 1462, 10, 62
1447, 1157, 9, 57
1448, 1060, 10, 60
1449, 1264, 11, 64
1450, 856, 8, 56
1451, 1265, 12, 65
1452, 1563, 12, 63
1453, 1164, 11, 64
1454, 1161, 10, 61
1455, 1160, 10, 60
1456, 1562, 12, 62
1457, 1160, 9, 60
1458, 1358, 9, 58
1459, 959, 9, 59
1460, 1058, 9, 58
1461, 858, 8, 58
1462, 1262, 11, 62
1463, 1163, 10, 63
1464, 1267, 12, 67
1465, 1058, 9, 58
1466, 756, 7, 56
1467, 957, 8, 57
1468, 756, 7, 56
1469, 955, 8, 55
1470, 853, 7, 53
1471, 653, 6, 53
1472, 1055, 7, 55
1473, 1059, 10, 59
1474, 959, 9, 59
1475, 961, 9, 61
1476, 854, 7, 54
1477, 751, 6, 51
1478, 1054, 7, 54
1479, 443, 4, 43
1480, 549, 5, 49
1481, 960, 9, 60
1482, 1056, 8, 56
1483, 1261, 10, 61
1484, 957, 8, 57
1485, 956, 8, 56
1486, 1466, 12, 66
1487, 958, 9, 58
1488, 1164, 10, 64
1489, 854, 7, 54
1490, 2266, 13, 66
1491, 955, 8, 55
1492, 550, 5, 50
1493, 1062, 10, 62
1494, 960, 9, 60
1495, 1055, 7, 55
1496, 1057, 9, 57
1497, 652, 6, 52
1498, 1264, 10, 64
1499, 755, 7, 55
1500, 1059, 9, 59
1501, 1060, 9, 60
1502, 853, 7, 53
1503, 1060, 9, 60
1504, 856, 7, 56
1505, 858, 8, 58
1506, 552, 5, 52
1507, 1465, 12, 65
1508, 1161, 10, 61
1509, 1262, 11, 62
1510, 1158, 10, 58
1511, 856, 7, 56
1512, 1056, 8, 56
1513, 1060, 10, 60
1514, 1166, 11, 66
1515, 1160, 9, 60
1516, 1363, 11, 63
1517, 1164, 11, 64
1518, 754, 6, 54
1519, 955, 8, 55
1520, 953, 8, 53
1521, 756, 7, 56
1522, 655, 6, 55
1523, 960, 9, 60
1524, 961, 9, 61
1525, 858, 8, 58
1526, 655, 6, 55
1527, 1055, 8, 55
1528, 962, 9, 62
1529, 960, 8, 60
1530, 954, 8, 54
1531, 1363, 11, 63
1532, 960, 9, 60
1533, 1258, 10, 58
1534, 1156, 8, 56
1535, 959, 9, 59
1536, 1060, 9, 60
1537, 857, 8, 57
1538, 1057, 8, 57
1539, 958, 9, 58
1540, 857, 8, 57
1541, 858, 8, 58
1542, 958, 8, 58
1543, 858, 8, 58
1544, 1363, 10, 63
1545, 1060, 9, 60
1546, 1565, 12, 65
1547, 958, 8, 58
1548, 858, 8, 58
1549, 1365, 12, 65
1550, 1666, 13, 66
1551, 1164, 11, 64
1552, 1464, 13, 64
1553, 961, 9, 61
1554, 855, 7, 55
1555, 958, 8, 58
1556, 1165, 11, 65
1557, 1064, 10, 64
1558, 962, 9, 62
1559, 1163, 10, 63
1560, 855, 8, 55
1561, 1161, 10, 61
1562, 1467, 12, 67
1563, 655, 6, 55
1564, 1057, 8, 57
1565, 858, 8, 58
1566, 1267, 12, 67
1567, 958, 9, 58
1568, 1056, 8, 56
1569, 1362, 11, 62
1570, 858, 8, 58
1571, 857, 8, 57
1572, 1366, 12, 66
1573, 1266, 11, 66
1574, 858, 8, 58
1575, 1464, 12, 64
1576, 1157, 8, 57
1577, 1052, 6, 52
1578, 959, 9, 59
1579, 857, 8, 57
1580, 653, 6, 53
1581, 755, 7, 55
1582, 1059, 9, 59
1583, 859, 8, 59
1584, 1366, 12, 66
1585, 652, 6, 52
1586, 754, 7, 54
1587, 859, 8, 59
1588, 853, 7, 53
1589, 853, 7, 53
1590, 653, 6, 53
1591, 1871, 14, 71
1592, 1158, 9, 58
1593, 1360, 10, 60
1594, 1062, 10, 62
1595, 855, 8, 55
1596, 1262, 10, 62
1597, 1161, 10, 61
1598, 1060, 9, 60
1599, 757, 7, 57
1600, 859, 8, 59
1601, 963, 9, 63
1602, 756, 7, 56
1603, 958, 8, 58
1604, 1159, 8, 59
1605, 1060, 9, 60
1606, 858, 8, 58
1607, 1058, 10, 58
1608, 1259, 9, 59
1609, 958, 9, 58
1610, 1257, 9, 57
1611, 757, 7, 57
1612, 957, 8, 57
1613, 1264, 11, 64
1614, 1469, 13, 69
1615, 1059, 9, 59
1616, 1157, 10, 57
1617, 857, 8, 57
1618, 856, 8, 56
1619, 1367, 13, 67
1620, 1063, 9, 63
1621, 1367, 12, 67
1622, 756, 7, 56
1623, 958, 8, 58
1624, 754, 7, 54
1625, 857, 8, 57
1626, 855, 7, 55
1627, 1160, 10, 60
1628, 549, 5, 49
1629, 1164, 11, 64
1630, 653, 6, 53
1631, 955, 8, 55
1632, 1265, 11, 65
1633, 756, 7, 56
1634, 1162, 10, 62
1635, 553, 5, 53
1636, 656, 6, 56
1637, 1062, 9, 62
1638, 956, 9, 56
1639, 749, 6, 49
1640, 1363, 11, 63
1641, 961, 9, 61
1642, 1060, 9, 60
1643, 1265, 12, 65
1644, 1268, 12, 68
1645, 855, 7, 55
1646, 1261, 11, 61
1647, 1063, 10, 63
1648, 960, 9, 60
1649, 1161, 10, 61
1650, 1262, 10, 62
1651, 856, 8, 56
1652, 755, 7, 55
1653, 1359, 10, 59
1654, 653, 6, 53
1655, 857, 8, 57
1656, 1162, 10, 62
1657, 1261, 9, 61
1658, 1363, 10, 63
1659, 959, 9, 59
1660, 1568, 13, 68
1661, 1358, 10, 58
1662, 1261, 11, 61
1663, 1059, 10, 59
1664, 1164, 11, 64
1665, 652, 6, 52
1666, 1162, 11, 62
1667, 551, 5, 51
1668, 959, 9, 59
1669, 756, 7, 56
1670, 2064, 11, 64
1671, 1465, 12, 65
1672, 1162, 10, 62
1673, 1059, 9, 59
1674, 1363, 11, 63
1675, 1159, 10, 59
1676, 1566, 12, 66
1677, 959, 9, 59
1678, 757, 7, 57
1679, 1055, 8, 55
1680, 857, 8, 57
1681, 752, 7, 52
1682, 1161, 10, 61
1683, 1060, 10, 60
1684, 1060, 10, 60
1685, 958, 8, 58
1686, 958, 8, 58
1687, 653, 6, 53
1688, 1058, 9, 58
1689, 962, 9, 62
1690, 1163, 10, 63
1691, 1065, 10, 65
1692, 1369, 13, 69
1693, 957, 8, 57
1694, 1357, 10, 57
1695, 653, 6, 53
1696, 1666, 13, 66
1697, 1060, 9, 60
1698, 1265, 11, 65
1699, 1061, 9, 61
1700, 1155, 8, 55
1701, 1364, 11, 64
1702, 1165, 11, 65
1703, 1064, 10, 64
1704, 957, 8, 57
1705, 1165, 11, 65
1706, 859, 8, 59
1707, 958, 9, 58
1708, 1265, 11, 65
1709, 1060, 9, 60
1710, 1060, 10, 60
1711, 1062, 10, 62
1712, 1163, 10, 63
1713, 1159, 10, 59
1714, 955, 8, 55
1715, 959, 9, 59
1716, 1365, 12, 65
1717, 851, 7, 51
1718, 1162, 10, 62
1719, 657, 6, 57
1720, 757, 7, 57
1721, 1161, 10, 61
1722, 1160, 10, 60
1723, 1063, 10, 63
1724, 959, 9, 59
1725, 1060, 9, 60
1726, 752, 7, 52
1727, 1061, 9, 61
1728, 652, 6, 52
1729, 1258, 9, 58
1730, 753, 7, 53
1731, 1058, 9, 58
1732, 1366, 12, 66
1733, 957, 8, 57
1734, 1162, 10, 62
1735, 1163, 10, 63
1736, 1464, 11, 64
1737, 655, 6, 55
1738, 957, 9, 57
1739, 1162, 11, 62
1740, 856, 8, 56
1741, 959, 9, 59
1742, 755, 7, 55
1743, 1060, 10, 60
1744, 1056, 9, 56
1745, 857, 8, 57
1746, 1463, 11, 63
1747, 857, 8, 57
1748, 857, 7, 57
1749, 1056, 9, 56
1750, 1160, 10, 60
1751, 1260, 11, 60
1752, 1162, 10, 62
1753, 753, 6, 53
1754, 1061, 10, 61
1755, 857, 8, 57
1756, 1162, 10, 62
1757, 855, 7, 55
1758, 859, 8, 59
1759, 1259, 9, 59
1760, 858, 8, 58
1761, 858, 8, 58
1762, 961, 9, 61
1763, 653, 6, 53
1764, 1568, 13, 68
1765, 1058, 9, 58
1766, 1265, 11, 65
1767, 1056, 9, 56
1768, 1060, 9, 60
1769, 1960, 10, 60
1770, 956, 8, 56
1771, 756, 7, 56
1772, 959, 9, 59
1773, 960, 9, 60
1774, 1061, 10, 61
1775, 957, 8, 57
1776, 958, 8, 58
1777, 755, 7, 55
1778, 1059, 9, 59
1779, 652, 6, 52
1780, 1064, 10, 64
1781, 961, 9, 61
1782, 1365, 11, 65
1783, 1162, 10, 62
1784, 1061, 10, 61
1785, 959, 8, 59
1786, 1161, 10, 61
1787, 1163, 10, 63
1788, 858, 8, 58
1789, 859, 8, 59
1790, 1364, 12, 64
1791, 1365, 13, 65
1792, 1061, 10, 61
1793, 1159, 10, 59
1794, 1061, 10, 61
1795, 961, 9, 61
1796, 961, 9, 61
1797, 1467, 11, 67
1798, 1658, 8, 58
1799, 752, 7, 52
1800, 1160, 10, 60
1801, 960, 9, 60
1802, 861, 8, 61
1803, 960, 9, 60
1804, 756, 7, 56
1805, 1766, 13, 66
1806, 961, 9, 61
1807, 1872, 15, 72
1808, 654, 6, 54
1809, 1161, 10, 61
1810, 546, 5, 46
1811, 1163, 10, 63
1812, 1058, 10, 58
1813, 1260, 11, 60
1814, 1264, 11, 64
1815, 856, 8, 56
1816, 1264, 12, 64
1817, 956, 8, 56
1818, 1063, 10, 63
1819, 1159, 9, 59
1820, 1060, 10, 60
1821, 960, 9, 60
1822, 1760, 9, 60
1823, 552, 5, 52
1824, 1062, 10, 62
1825, 1059, 9, 59
1826, 1161, 10, 61
1827, 1058, 9, 58
1828, 1460, 11, 60
1829, 1161, 10, 61
1830, 1159, 10, 59
1831, 1058, 8, 58
1832, 1060, 9, 60
1833, 1363, 11, 63
1834, 962, 9, 62
1835, 957, 9, 57
1836, 857, 8, 57
1837, 1059, 9, 59
1838, 858, 8, 58
1839, 1059, 9, 59
1840, 2165, 12, 65
1841, 1261, 10, 61
1842, 653, 6, 53
1843, 1266, 11, 66
1844, 653, 6, 53
1845, 755, 7, 55
1846, 653, 6, 53
1847, 958, 8, 58
1848, 1062, 10, 62
1849, 959, 9, 59
1850, 1260, 10, 60
1851, 960, 9, 60
1852, 960, 9, 60
1853, 961, 9, 61
1854, 1164, 10, 64
1855, 1263, 11, 63
1856, 1661, 12, 61
1857, 961, 9, 61
1858, 1163, 11, 63
1859, 1161, 10, 61
1860, 1263, 11, 63
1861, 750, 7, 50
1862, 756, 7, 56
1863, 960, 9, 60
1864, 1062, 10, 62
1865, 961, 9, 61
1866, 960, 9, 60
1867, 856, 8, 56
1868, 849, 7, 49
1869, 961, 9, 61
1870, 757, 7, 57
1871, 1059, 8, 59
1872, 1161, 10, 61
1873, 1164, 11, 64
1874, 1061, 10, 61
1875, 1261, 10, 61
1876, 1264, 11, 64
1877, 858, 8, 58
1878, 856, 8, 56
1879, 1060, 9, 60
1880, 1164, 11, 64
1881, 857, 8, 57
1882, 1862, 10, 62
1883, 1162, 10, 62
1884, 1062, 10, 62
1885, 1062, 10, 62
1886, 858, 8, 58
1887, 858, 8, 58
1888, 1058, 9, 58
1889, 1167, 11, 67
1890, 960, 9, 60
1891, 854, 7, 54
1892, 1060, 10, 60
1893, 960, 9, 60
1894, 957, 9, 57
1895, 1162, 10, 62
1896, 960, 9, 60
1897, 961, 9, 61
1898, 1365, 12, 65
1899, 1162, 11, 62
1900, 757, 7, 57
1901, 857, 7, 57
1902, 1262, 11, 62
1903, 1267, 12, 67
1904, 1562, 11, 62
1905, 959, 9, 59
1906, 857, 8, 57
1907, 1165, 11, 65
1908, 756, 7, 56
1909, 956, 9, 56
1910, 1164, 11, 64
1911, 859, 8, 59
1912, 1162, 10, 62
1913, 859, 8, 59
1914, 754, 6, 54
1915, 1258, 10, 58
1916, 857, 8, 57
1917, 957, 8, 57
1918, 857, 8, 57
1919, 1165, 11, 65
1920, 1264, 11, 64
1921, 1262, 10, 62
1922, 1163, 10, 63
1923, 1061, 10, 61
1924, 1259, 10, 59
1925, 552, 5, 52
1926, 1461, 11, 61
1927, 856, 8, 56
1928, 957, 8, 57
1929, 1264, 10, 64
1930, 1366, 11, 66
1931, 860, 8, 60
1932, 755, 7, 55
1933, 757, 7, 57
1934, 1062, 9, 62
1935, 1663, 12, 63
1936, 857, 7, 57
1937, 1162, 10, 62
1938, 1162, 10, 62
1939, 1469, 13, 69
1940, 958, 9, 58
1941, 859, 8, 59
1942, 756, 7, 56
1943, 653, 6, 53
1944, 753, 6, 53
1945, 1162, 11, 62
1946, 1262, 10, 62
1947, 957, 9, 57
1948, 958, 8, 58
1949, 1163, 11, 63
1950, 1061, 9, 61
1951, 853, 7, 53
1952, 756, 7, 56
1953, 1358, 9, 58
1954, 654, 6, 54
1955, 956, 8, 56
1956, 961, 9, 61
1957, 857, 8, 57
1958, 651, 5, 51
1959, 856, 8, 56
1960, 1362, 11, 62
1961, 1465, 11, 65
1962, 1469, 13, 69
1963, 1663, 12, 63
1964, 857, 8, 57
1965, 958, 9, 58
1966, 1061, 9, 61
1967, 1062, 10, 62
1968, 1567, 13, 67
1969, 1061, 10, 61
1970, 1160, 9, 60
1971, 1062, 10, 62
1972, 1060, 9, 60
1973, 757, 7, 57
1974, 960, 9, 60
1975, 857, 8, 57
1976, 858, 8, 58
1977, 1160, 10, 60
1978, 957, 8, 57
1979, 755, 7, 55
1980, 549, 5, 49
1981, 747, 6, 47
1982, 1057, 8, 57
1983, 960, 9, 60
1984, 1366, 13, 66
1985, 959, 9, 59
1986, 1163, 10, 63
1987, 552, 5, 52
1988, 1257, 9, 57
1989, 651, 6, 51
1990, 1964, 11, 64
1991, 955, 7, 55
1992, 1261, 9, 61
1993, 755, 7, 55
1994, 754, 6, 54
1995, 1060, 9, 60
1996, 1154, 7, 54
1997, 856, 8, 56
1998, 1059, 8, 59
1999, 1365, 11, 65
2000, 654, 6, 54
